station,valid,tmpf,dwpf,sknt,drct,alti,p01i,skyc1
LAX,2026-02-16 07:53,56.00,50.00,7.00,90.00,29.91,0.00,FEW
LAX,2026-02-16 08:53,56.00,49.00,5.00,80.00,29.91,0.00,FEW
LAX,2026-02-16 09:53,55.00,50.00,7.00,80.00,29.90,0.01,FEW
LAX,2026-02-16 10:53,56.00,49.00,7.00,90.00,29.87,0.00,FEW
LAX,2026-02-16 11:53,55.00,49.00,7.00,90.00,29.85,0.00,FEW
LAX,2026-02-16 12:53,56.00,48.00,9.00,100.00,29.84,null,FEW
LAX,2026-02-16 13:53,56.00,49.00,9.00,110.00,29.82,null,FEW
LAX,2026-02-16 14:53,57.00,48.00,12.00,90.00,29.80,null,FEW
LAX,2026-02-16 15:53,55.00,50.00,13.00,110.00,29.81,null,SCT
LAX,2026-02-16 16:53,54.00,52.00,7.00,120.00,29.80,0.15,SCT
LAX,2026-02-16 17:53,55.00,53.00,13.00,130.00,29.78,0.16,SCT
LAX,2026-02-16 18:53,55.00,54.00,9.00,120.00,29.76,0.13,OVC
LAX,2026-02-16 19:53,55.00,53.00,14.00,230.00,29.80,0.46,SCT
LAX,2026-02-16 20:53,54.00,50.00,10.00,240.00,29.79,0.11,FEW
LAX,2026-02-16 21:53,54.00,51.00,0.00,0.00,29.75,0.06,SCT
LAX,2026-02-16 22:53,55.00,51.00,8.00,140.00,29.76,0.03,BKN
LAX,2026-02-16 23:53,55.00,52.00,8.00,150.00,29.76,0.03,FEW
LAX,2026-02-17 00:53,57.00,50.00,16.00,250.00,29.78,0.09,FEW
LAX,2026-02-17 01:53,57.00,47.00,20.00,250.00,29.80,0.00,FEW
LAX,2026-02-17 02:53,56.00,45.00,18.00,270.00,29.82,0.00,FEW
LAX,2026-02-17 03:53,55.00,46.00,7.00,290.00,29.85,0.00,FEW
LAX,2026-02-17 04:53,55.00,45.00,5.00,290.00,29.87,0.00,FEW
LAX,2026-02-17 05:53,55.00,46.00,6.00,250.00,29.90,0.00,FEW
LAX,2026-02-17 06:53,52.00,49.00,4.00,260.00,29.92,0.02,FEW
LAX,2026-02-17 07:53,49.00,46.00,7.00,260.00,29.95,0.33,FEW
LAX,2026-02-17 08:53,53.00,48.00,4.00,null,29.94,0.05,FEW
LAX,2026-02-17 09:53,50.00,48.00,3.00,80.00,29.95,0.00,FEW
LAX,2026-02-17 10:53,50.00,48.00,4.00,110.00,29.95,null,FEW
LAX,2026-02-17 11:53,50.00,47.00,5.00,120.00,29.95,0.00,FEW
LAX,2026-02-17 12:53,50.00,48.00,6.00,130.00,29.98,null,FEW
LAX,2026-02-17 13:53,49.00,47.00,5.00,90.00,30.00,null,FEW
LAX,2026-02-17 14:53,49.00,48.00,3.00,70.00,30.03,0.00,FEW
LAX,2026-02-17 15:53,51.00,48.00,5.00,70.00,30.06,0.00,FEW
LAX,2026-02-17 16:53,54.00,49.00,8.00,90.00,30.08,0.00,SCT
LAX,2026-02-17 17:53,55.00,49.00,6.00,50.00,30.10,null,FEW
LAX,2026-02-17 18:53,54.00,51.00,5.00,null,30.10,0.20,FEW
LAX,2026-02-17 19:53,56.00,51.00,4.00,320.00,30.10,0.07,FEW
LAX,2026-02-17 20:53,59.00,49.00,11.00,230.00,30.07,0.00,FEW
LAX,2026-02-17 21:53,60.00,44.00,12.00,240.00,30.05,0.00,FEW
LAX,2026-02-17 22:53,60.00,42.00,14.00,240.00,30.04,0.00,FEW
LAX,2026-02-17 23:53,58.00,44.00,14.00,230.00,30.03,0.00,SCT
LAX,2026-02-18 00:53,58.00,45.00,14.00,220.00,30.02,0.00,FEW
LAX,2026-02-18 01:53,58.00,46.00,17.00,200.00,30.01,0.00,FEW
LAX,2026-02-18 02:53,57.00,46.00,19.00,200.00,30.00,null,FEW
LAX,2026-02-18 03:53,58.00,47.00,16.00,200.00,29.98,null,SCT
LAX,2026-02-18 04:53,56.00,49.00,15.00,190.00,29.98,null,FEW
LAX,2026-02-18 05:53,58.00,48.00,17.00,200.00,29.95,0.00,FEW
LAX,2026-02-18 06:53,55.00,51.00,20.00,220.00,29.95,0.16,FEW
LAX,2026-02-18 07:53,57.00,50.00,17.00,210.00,29.92,null,FEW
LAX,2026-02-18 08:53,57.00,51.00,22.00,230.00,29.88,null,FEW
LAX,2026-02-18 09:53,55.00,50.00,24.00,240.00,29.86,0.14,FEW
LAX,2026-02-18 10:53,54.00,48.00,26.00,270.00,29.87,0.02,FEW
LAX,2026-02-18 11:53,52.00,45.00,25.00,270.00,29.89,null,FEW
LAX,2026-02-18 12:53,52.00,41.00,21.00,270.00,29.90,null,FEW
LAX,2026-02-18 13:53,52.00,39.00,24.00,270.00,29.92,0.00,FEW
LAX,2026-02-18 14:53,51.00,36.00,27.00,270.00,29.94,0.00,FEW
LAX,2026-02-18 15:53,53.00,38.00,20.00,270.00,29.99,0.00,FEW
LAX,2026-02-18 16:53,54.00,36.00,20.00,270.00,30.02,0.00,FEW
LAX,2026-02-18 17:53,55.00,34.00,10.00,270.00,30.04,0.00,FEW
LAX,2026-02-18 18:53,57.00,34.00,15.00,260.00,30.06,0.00,FEW
LAX,2026-02-18 19:53,58.00,36.00,16.00,260.00,30.05,0.00,FEW
LAX,2026-02-18 20:53,58.00,37.00,16.00,250.00,30.03,0.00,FEW
LAX,2026-02-18 21:53,58.00,39.00,21.00,270.00,30.01,0.00,FEW
LAX,2026-02-18 22:53,57.00,38.00,22.00,260.00,29.99,0.00,SCT
LAX,2026-02-18 23:53,57.00,39.00,21.00,260.00,29.98,0.00,FEW
LAX,2026-02-19 00:53,56.00,38.00,19.00,260.00,29.98,0.00,FEW
LAX,2026-02-19 01:53,55.00,39.00,18.00,270.00,29.99,0.00,FEW
LAX,2026-02-19 02:53,54.00,42.00,17.00,260.00,30.00,0.00,FEW
LAX,2026-02-19 03:53,54.00,37.00,10.00,280.00,29.99,0.00,FEW
LAX,2026-02-19 04:53,53.00,38.00,10.00,270.00,30.01,0.00,FEW
LAX,2026-02-19 05:53,54.00,38.00,10.00,290.00,30.01,0.00,FEW
LAX,2026-02-19 06:53,53.00,40.00,12.00,270.00,30.02,0.00,FEW
LAX,2026-02-19 07:53,54.00,38.00,10.00,290.00,30.02,0.00,FEW
LAX,2026-02-19 08:53,52.00,39.00,7.00,290.00,30.02,0.00,FEW
LAX,2026-02-19 09:53,51.00,37.00,3.00,320.00,30.02,0.00,FEW
LAX,2026-02-19 10:53,50.00,38.00,4.00,50.00,30.01,0.00,FEW
LAX,2026-02-19 11:53,48.00,39.00,4.00,50.00,30.01,0.00,FEW
LAX,2026-02-19 12:53,49.00,39.00,4.00,50.00,30.01,0.00,FEW
LAX,2026-02-19 13:53,49.00,40.00,3.00,80.00,30.01,0.00,FEW
LAX,2026-02-19 14:53,48.00,43.00,5.00,120.00,30.00,0.02,FEW
LAX,2026-02-19 15:53,49.00,43.00,7.00,110.00,30.00,null,SCT
LAX,2026-02-19 16:53,50.00,44.00,8.00,120.00,29.99,null,SCT
LAX,2026-02-19 17:53,51.00,47.00,10.00,100.00,29.97,0.03,BKN
LAX,2026-02-19 18:53,52.00,50.00,6.00,150.00,29.96,0.26,BKN
LAX,2026-02-19 19:53,54.00,52.00,13.00,200.00,29.91,0.12,BKN
LAX,2026-02-19 20:53,55.00,51.00,19.00,240.00,29.86,0.13,SCT
LAX,2026-02-19 21:53,56.00,47.00,21.00,270.00,29.86,0.01,SCT
LAX,2026-02-19 22:53,57.00,46.00,22.00,270.00,29.85,0.00,FEW
LAX,2026-02-19 23:53,57.00,46.00,22.00,270.00,29.84,0.00,FEW
LAX,2026-02-20 00:53,55.00,41.00,20.00,260.00,29.84,0.00,FEW
LAX,2026-02-20 01:53,54.00,40.00,23.00,260.00,29.84,0.00,FEW
LAX,2026-02-20 02:53,54.00,40.00,23.00,260.00,29.86,0.00,FEW
LAX,2026-02-20 03:53,53.00,39.00,20.00,270.00,29.87,0.00,SCT
LAX,2026-02-20 04:53,53.00,40.00,14.00,290.00,29.87,0.00,FEW
LAX,2026-02-20 05:53,51.00,38.00,7.00,310.00,29.89,0.00,CLR
LAX,2026-02-20 06:53,52.00,35.00,14.00,280.00,29.91,0.00,FEW
LAX,2026-02-20 07:53,51.00,35.00,6.00,310.00,29.94,0.00,FEW
LAX,2026-02-20 08:53,48.00,34.00,6.00,330.00,29.94,0.00,CLR
LAX,2026-02-20 09:53,47.00,33.00,5.00,330.00,29.95,0.00,CLR
LAX,2026-02-20 10:53,45.00,35.00,3.00,360.00,29.96,0.00,CLR
LAX,2026-02-20 11:53,45.00,35.00,4.00,310.00,29.97,0.00,CLR
LAX,2026-02-20 12:53,45.00,34.00,3.00,320.00,29.98,0.00,CLR
LAX,2026-02-20 13:53,43.00,35.00,0.00,0.00,30.01,0.00,SCT
LAX,2026-02-20 14:53,43.00,36.00,3.00,10.00,30.02,0.00,FEW
LAX,2026-02-20 15:53,45.00,35.00,3.00,20.00,30.03,0.00,FEW
LAX,2026-02-20 16:53,50.00,35.00,5.00,40.00,30.05,0.00,FEW
LAX,2026-02-20 17:53,52.00,35.00,3.00,330.00,30.05,0.00,FEW
LAX,2026-02-20 18:53,53.00,31.00,3.00,330.00,30.04,0.00,FEW
LAX,2026-02-20 19:53,56.00,27.00,6.00,310.00,30.04,0.00,FEW
LAX,2026-02-20 20:53,56.00,31.00,5.00,320.00,30.03,0.00,FEW
LAX,2026-02-20 21:53,58.00,33.00,4.00,260.00,30.02,0.00,FEW
LAX,2026-02-20 22:53,58.00,34.00,12.00,270.00,30.02,0.00,FEW
LAX,2026-02-20 23:53,56.00,35.00,10.00,250.00,30.03,0.00,FEW
LAX,2026-02-21 00:53,55.00,35.00,8.00,250.00,30.04,0.00,FEW
LAX,2026-02-21 01:53,53.00,35.00,8.00,260.00,30.06,0.00,FEW
LAX,2026-02-21 02:53,53.00,36.00,8.00,270.00,30.07,0.00,FEW
LAX,2026-02-21 03:53,53.00,34.00,5.00,280.00,30.08,0.00,FEW
LAX,2026-02-21 04:53,53.00,35.00,4.00,360.00,30.09,0.00,FEW
LAX,2026-02-21 05:53,53.00,35.00,3.00,360.00,30.10,0.00,CLR
LAX,2026-02-21 06:53,51.00,36.00,3.00,360.00,30.11,0.00,CLR
LAX,2026-02-21 07:53,51.00,38.00,4.00,null,30.12,0.00,CLR
LAX,2026-02-21 08:53,46.00,37.00,4.00,90.00,30.13,0.00,CLR
LAX,2026-02-21 09:53,46.00,38.00,3.00,40.00,30.12,0.00,CLR
LAX,2026-02-21 10:53,46.00,37.00,3.00,50.00,30.12,0.00,CLR
LAX,2026-02-21 11:53,46.00,36.00,4.00,null,30.12,0.00,CLR
LAX,2026-02-21 12:53,45.00,36.00,5.00,40.00,30.11,0.00,CLR
LAX,2026-02-21 13:53,46.00,34.00,4.00,30.00,30.13,0.00,CLR
LAX,2026-02-21 14:53,47.00,33.00,3.00,30.00,30.15,0.00,FEW
LAX,2026-02-21 15:53,51.00,34.00,4.00,null,30.16,0.00,FEW
LAX,2026-02-21 16:53,55.00,34.00,6.00,50.00,30.16,0.00,FEW
LAX,2026-02-21 17:53,59.00,34.00,5.00,20.00,30.17,0.00,FEW
LAX,2026-02-21 18:53,64.00,32.00,9.00,40.00,30.17,0.00,FEW
LAX,2026-02-21 19:53,66.00,28.00,5.00,60.00,30.16,0.00,FEW
LAX,2026-02-21 20:53,69.00,32.00,8.00,70.00,30.13,0.00,FEW
LAX,2026-02-21 21:53,64.00,44.00,12.00,240.00,30.13,0.00,FEW
LAX,2026-02-21 22:53,64.00,38.00,11.00,250.00,30.13,0.00,FEW
LAX,2026-02-21 23:53,64.00,41.00,6.00,300.00,30.12,0.00,FEW
LAX,2026-02-22 00:53,61.00,42.00,10.00,260.00,30.13,0.00,FEW
LAX,2026-02-22 01:53,58.00,46.00,11.00,270.00,30.15,0.00,FEW
LAX,2026-02-22 02:53,58.00,47.00,12.00,260.00,30.16,0.00,FEW
LAX,2026-02-22 03:53,57.00,47.00,9.00,280.00,30.18,0.00,CLR
LAX,2026-02-22 04:53,56.00,48.00,7.00,240.00,30.19,0.00,FEW
LAX,2026-02-22 05:53,56.00,48.00,5.00,50.00,30.20,0.00,FEW
LAX,2026-02-22 06:53,54.00,47.00,3.00,90.00,30.21,0.00,SCT
LAX,2026-02-22 07:53,54.00,45.00,5.00,90.00,30.20,0.00,BKN
LAX,2026-02-22 08:53,54.00,42.00,0.00,0.00,30.20,0.00,BKN
LAX,2026-02-22 09:53,53.00,41.00,0.00,0.00,30.20,0.00,SCT
LAX,2026-02-22 10:53,52.00,38.00,3.00,60.00,30.18,0.00,SCT
LAX,2026-02-22 11:53,51.00,37.00,0.00,0.00,30.17,0.00,SCT
LAX,2026-02-22 12:53,50.00,36.00,3.00,60.00,30.16,0.00,FEW
LAX,2026-02-22 13:53,54.00,32.00,3.00,330.00,30.19,0.00,FEW
LAX,2026-02-22 14:53,52.00,33.00,0.00,0.00,30.20,0.00,FEW
LAX,2026-02-22 15:53,55.00,38.00,0.00,0.00,30.22,0.00,FEW
LAX,2026-02-22 16:53,62.00,34.00,4.00,null,30.23,0.00,FEW
LAX,2026-02-22 17:53,66.00,34.00,4.00,null,30.24,0.00,FEW
LAX,2026-02-22 18:53,68.00,42.00,7.00,250.00,30.23,0.00,FEW
LAX,2026-02-22 19:53,68.00,40.00,11.00,260.00,30.21,0.00,FEW
LAX,2026-02-22 20:53,66.00,42.00,10.00,250.00,30.19,0.00,FEW
LAX,2026-02-22 21:53,66.00,44.00,10.00,260.00,30.17,0.00,FEW
LAX,2026-02-22 22:53,65.00,46.00,11.00,270.00,30.17,0.00,FEW
LAX,2026-02-22 23:53,64.00,49.00,13.00,250.00,30.17,0.00,FEW
LAX,2026-02-23 00:53,63.00,49.00,10.00,260.00,30.16,0.00,FEW
LAX,2026-02-23 01:53,60.00,49.00,13.00,270.00,30.17,0.00,FEW
LAX,2026-02-23 02:53,60.00,49.00,7.00,250.00,30.16,0.00,CLR
LAX,2026-02-23 03:53,58.00,50.00,6.00,260.00,30.17,0.00,CLR
LAX,2026-02-23 04:53,59.00,51.00,0.00,0.00,30.18,0.00,CLR
LAX,2026-02-23 05:53,56.00,50.00,0.00,0.00,30.19,0.00,FEW
LAX,2026-02-23 06:53,56.00,49.00,4.00,90.00,30.19,0.00,FEW
LAX,2026-02-23 07:53,56.00,48.00,4.00,80.00,30.18,0.00,FEW
LAX,2026-02-23 08:53,57.00,42.00,4.00,50.00,30.18,0.00,FEW
LAX,2026-02-23 09:53,55.00,40.00,3.00,80.00,30.17,0.00,FEW
LAX,2026-02-23 10:53,56.00,38.00,0.00,0.00,30.15,0.00,FEW
LAX,2026-02-23 11:53,54.00,38.00,3.00,100.00,30.14,0.00,FEW
LAX,2026-02-23 12:53,53.00,38.00,0.00,0.00,30.15,0.00,FEW
LAX,2026-02-23 13:53,56.00,35.00,3.00,360.00,30.16,0.00,FEW
LAX,2026-02-23 14:53,55.00,35.00,0.00,0.00,30.16,0.00,FEW
LAX,2026-02-23 15:53,59.00,39.00,3.00,60.00,30.16,0.00,FEW
LAX,2026-02-23 16:53,64.00,38.00,3.00,null,30.17,0.00,FEW
LAX,2026-02-23 17:53,70.00,37.00,8.00,360.00,30.17,0.00,FEW
LAX,2026-02-23 18:53,72.00,43.00,7.00,260.00,30.17,0.00,FEW
LAX,2026-02-23 19:53,72.00,44.00,9.00,260.00,30.16,0.00,FEW
LAX,2026-02-23 20:53,69.00,45.00,12.00,260.00,30.13,0.00,FEW
LAX,2026-02-23 21:53,68.00,48.00,10.00,270.00,30.11,0.00,FEW
LAX,2026-02-23 22:53,69.00,48.00,9.00,250.00,30.10,0.00,FEW
LAX,2026-02-23 23:53,67.00,50.00,9.00,270.00,30.09,0.00,FEW
LAX,2026-02-24 00:53,64.00,49.00,9.00,260.00,30.09,0.00,FEW
LAX,2026-02-24 01:53,62.00,50.00,9.00,250.00,30.09,0.00,FEW
LAX,2026-02-24 02:53,61.00,50.00,6.00,240.00,30.10,0.00,FEW
LAX,2026-02-24 03:53,60.00,51.00,4.00,250.00,30.10,0.00,CLR
LAX,2026-02-24 04:53,60.00,50.00,3.00,null,30.10,0.00,CLR
LAX,2026-02-24 05:53,59.00,52.00,4.00,120.00,30.10,0.00,CLR
LAX,2026-02-24 06:53,59.00,51.00,4.00,110.00,30.09,0.00,FEW
LAX,2026-02-24 07:53,59.00,50.00,4.00,100.00,30.08,0.00,FEW
LAX,2026-02-24 08:53,60.00,49.00,0.00,0.00,30.09,0.00,SCT
LAX,2026-02-24 09:53,58.00,52.00,3.00,270.00,30.08,0.00,SCT
LAX,2026-02-24 10:53,55.00,50.00,5.00,60.00,30.05,0.00,BKN
LAX,2026-02-24 11:53,57.00,50.00,0.00,0.00,30.06,0.00,BKN
LAX,2026-02-24 12:53,54.00,48.00,5.00,90.00,30.05,0.00,BKN
LAX,2026-02-24 13:53,55.00,46.00,5.00,90.00,30.05,0.00,FEW
LAX,2026-02-24 14:53,56.00,46.00,6.00,120.00,30.06,0.00,FEW
LAX,2026-02-24 15:53,61.00,46.00,0.00,0.00,30.07,0.00,FEW
LAX,2026-02-24 16:53,66.00,43.00,0.00,0.00,30.08,0.00,FEW
LAX,2026-02-24 17:53,68.00,44.00,0.00,0.00,30.07,0.00,FEW
LAX,2026-02-24 18:53,73.00,44.00,4.00,null,30.06,0.00,FEW
LAX,2026-02-24 19:53,75.00,50.00,8.00,250.00,30.05,0.00,FEW
LAX,2026-02-24 20:53,71.00,49.00,9.00,240.00,30.03,0.00,SCT
LAX,2026-02-24 21:53,66.00,53.00,10.00,240.00,30.02,0.00,SCT
LAX,2026-02-24 22:53,65.00,56.00,9.00,260.00,30.02,0.00,BKN
LAX,2026-02-24 23:53,66.00,52.00,8.00,270.00,30.00,0.00,SCT
LAX,2026-02-25 00:53,65.00,50.00,7.00,270.00,30.00,0.00,SCT
LAX,2026-02-25 01:53,63.00,49.00,6.00,240.00,30.00,0.00,SCT
LAX,2026-02-25 02:53,61.00,53.00,5.00,250.00,30.01,0.00,BKN
LAX,2026-02-25 03:53,61.00,55.00,5.00,240.00,30.02,0.00,FEW
LAX,2026-02-25 04:53,60.00,55.00,5.00,260.00,30.04,0.00,CLR
LAX,2026-02-25 05:53,60.00,56.00,0.00,0.00,30.03,0.00,CLR
LAX,2026-02-25 06:53,60.00,56.00,4.00,150.00,30.03,0.00,FEW
LAX,2026-02-25 07:53,60.00,56.00,0.00,0.00,30.03,0.00,FEW
LAX,2026-02-25 08:53,57.00,55.00,0.00,0.00,30.03,0.00,FEW
LAX,2026-02-25 09:53,56.00,54.00,0.00,0.00,30.02,0.00,FEW
LAX,2026-02-25 10:53,56.00,53.00,4.00,90.00,30.01,0.00,FEW
LAX,2026-02-25 11:53,55.00,53.00,0.00,0.00,30.02,0.00,FEW
LAX,2026-02-25 12:53,55.00,53.00,3.00,50.00,30.02,0.00,FEW
LAX,2026-02-25 13:53,57.00,51.00,0.00,0.00,30.02,0.00,FEW
LAX,2026-02-25 14:53,56.00,50.00,0.00,0.00,30.04,0.00,FEW
LAX,2026-02-25 15:53,60.00,51.00,0.00,0.00,30.06,0.00,FEW
LAX,2026-02-25 16:53,63.00,51.00,4.00,100.00,30.07,0.00,FEW
LAX,2026-02-25 17:53,67.00,51.00,3.00,100.00,30.07,0.00,FEW
LAX,2026-02-25 18:53,68.00,54.00,8.00,260.00,30.07,0.00,FEW
LAX,2026-02-25 19:53,68.00,55.00,6.00,240.00,30.04,0.00,FEW
LAX,2026-02-25 20:53,69.00,56.00,7.00,240.00,30.02,0.00,FEW
LAX,2026-02-25 21:53,66.00,57.00,10.00,260.00,30.01,0.00,FEW
LAX,2026-02-25 22:53,67.00,55.00,8.00,250.00,29.99,0.00,FEW
LAX,2026-02-25 23:53,65.00,55.00,8.00,270.00,29.99,0.00,FEW
LAX,2026-02-26 00:53,63.00,56.00,8.00,230.00,30.00,0.00,FEW
LAX,2026-02-26 01:53,62.00,55.00,6.00,270.00,30.01,0.00,FEW
LAX,2026-02-26 02:53,61.00,56.00,6.00,260.00,30.02,0.00,FEW
LAX,2026-02-26 03:53,60.00,57.00,4.00,230.00,30.04,0.00,FEW
LAX,2026-02-26 04:53,60.00,57.00,6.00,230.00,30.06,0.00,FEW
LAX,2026-02-26 05:53,60.00,57.00,4.00,240.00,30.07,0.00,FEW
LAX,2026-02-26 06:53,60.00,58.00,0.00,0.00,30.07,0.00,FEW
LAX,2026-02-26 07:53,59.00,57.00,3.00,90.00,30.07,0.00,FEW
LAX,2026-02-26 08:53,58.00,57.00,3.00,120.00,30.08,0.00,FEW
LAX,2026-02-26 09:53,58.00,57.00,0.00,0.00,30.06,0.00,FEW
LAX,2026-02-26 10:53,58.00,56.00,0.00,0.00,30.05,0.00,FEW
LAX,2026-02-26 11:53,56.00,54.00,3.00,100.00,30.04,0.00,FEW
LAX,2026-02-26 12:53,57.00,55.00,0.00,0.00,30.05,0.00,FEW
LAX,2026-02-26 13:53,56.00,55.00,0.00,0.00,30.07,0.00,FEW
LAX,2026-02-26 14:53,58.00,55.00,4.00,100.00,30.07,0.00,FEW
LAX,2026-02-26 15:53,60.00,56.00,3.00,100.00,30.08,0.00,FEW
LAX,2026-02-26 16:53,64.00,56.00,3.00,110.00,30.09,0.00,FEW
LAX,2026-02-26 17:53,69.00,56.00,0.00,0.00,30.08,0.00,FEW
LAX,2026-02-26 18:53,73.00,55.00,3.00,null,30.07,0.00,FEW
LAX,2026-02-26 19:53,71.00,58.00,8.00,260.00,30.04,0.00,FEW
LAX,2026-02-26 20:53,71.00,58.00,8.00,250.00,30.01,0.00,FEW
LAX,2026-02-26 21:53,68.00,57.00,7.00,260.00,29.99,0.00,FEW
LAX,2026-02-26 22:53,68.00,57.00,12.00,250.00,29.98,0.00,FEW
LAX,2026-02-26 23:53,67.00,58.00,9.00,260.00,29.96,0.00,FEW
LAX,2026-02-27 00:53,66.00,58.00,7.00,260.00,29.95,0.00,FEW
LAX,2026-02-27 01:53,65.00,57.00,5.00,260.00,29.95,0.00,FEW
LAX,2026-02-27 02:53,66.00,57.00,0.00,0.00,29.96,0.00,FEW
LAX,2026-02-27 03:53,64.00,58.00,4.00,120.00,29.97,0.00,FEW
LAX,2026-02-27 04:53,64.00,58.00,0.00,0.00,29.98,0.00,FEW
LAX,2026-02-27 05:53,67.00,57.00,5.00,140.00,29.99,0.00,FEW
LAX,2026-02-27 06:53,66.00,57.00,5.00,100.00,30.00,0.00,FEW
LAX,2026-02-27 07:53,67.00,57.00,0.00,0.00,29.99,0.00,FEW
LAX,2026-02-27 08:53,62.00,56.00,3.00,110.00,29.99,0.00,FEW
LAX,2026-02-27 09:53,63.00,56.00,0.00,0.00,29.98,0.00,BKN
LAX,2026-02-27 10:53,65.00,56.00,0.00,0.00,29.97,0.00,FEW
LAX,2026-02-27 11:53,64.00,56.00,0.00,0.00,29.96,0.00,FEW
LAX,2026-02-27 12:53,61.00,54.00,4.00,100.00,29.96,0.00,FEW
LAX,2026-02-27 13:53,62.00,54.00,3.00,100.00,29.97,0.00,FEW
LAX,2026-02-27 14:53,64.00,50.00,3.00,90.00,29.97,0.00,FEW
LAX,2026-02-27 15:53,70.00,51.00,5.00,50.00,29.98,0.00,FEW
LAX,2026-02-27 16:53,77.00,51.00,6.00,30.00,29.99,0.00,FEW
LAX,2026-02-27 17:53,83.00,50.00,0.00,0.00,29.99,0.00,FEW
LAX,2026-02-27 18:53,80.00,58.00,11.00,260.00,29.99,0.00,FEW
LAX,2026-02-27 19:53,76.00,54.00,10.00,260.00,29.97,0.00,FEW
LAX,2026-02-27 20:53,79.00,53.00,7.00,260.00,29.94,0.00,FEW
LAX,2026-02-27 21:53,81.00,52.00,8.00,260.00,29.91,0.00,FEW
LAX,2026-02-27 22:53,83.00,51.00,6.00,270.00,29.89,0.00,SCT
LAX,2026-02-27 23:53,83.00,51.00,5.00,260.00,29.88,0.00,SCT
LAX,2026-02-28 00:53,78.00,55.00,7.00,250.00,29.87,0.00,SCT
LAX,2026-02-28 01:53,71.00,56.00,4.00,250.00,29.87,0.00,SCT
LAX,2026-02-28 02:53,68.00,55.00,4.00,250.00,29.88,0.00,SCT
LAX,2026-02-28 03:53,69.00,55.00,3.00,210.00,29.89,0.00,SCT
LAX,2026-02-28 04:53,70.00,54.00,0.00,0.00,29.89,0.00,SCT
LAX,2026-02-28 05:53,71.00,53.00,0.00,0.00,29.89,0.00,SCT
LAX,2026-02-28 06:53,71.00,54.00,0.00,0.00,29.90,0.00,SCT
LAX,2026-02-28 07:53,66.00,54.00,3.00,120.00,29.90,0.00,SCT
LAX,2026-02-28 08:53,67.00,54.00,3.00,90.00,29.90,0.00,BKN
LAX,2026-02-28 09:53,64.00,55.00,5.00,70.00,29.88,0.00,BKN
LAX,2026-02-28 10:53,65.00,54.00,3.00,120.00,29.88,0.00,BKN
LAX,2026-02-28 11:53,62.00,54.00,4.00,60.00,29.87,0.00,BKN
LAX,2026-02-28 12:53,62.00,54.00,4.00,90.00,29.88,0.00,SCT
LAX,2026-02-28 13:53,64.00,53.00,5.00,110.00,29.88,0.00,SCT
LAX,2026-02-28 14:53,63.00,54.00,4.00,130.00,29.90,0.00,FEW
LAX,2026-02-28 15:53,64.00,56.00,4.00,90.00,29.91,0.00,FEW
LAX,2026-02-28 16:53,73.00,53.00,4.00,80.00,29.92,0.00,FEW
LAX,2026-02-28 17:53,77.00,54.00,4.00,70.00,29.92,0.00,FEW
LAX,2026-02-28 18:53,79.00,53.00,4.00,null,29.94,0.00,FEW
LAX,2026-02-28 19:53,73.00,57.00,9.00,270.00,29.93,0.00,FEW
LAX,2026-02-28 20:53,76.00,58.00,7.00,270.00,29.91,0.00,FEW
LAX,2026-02-28 21:53,77.00,55.00,8.00,270.00,29.90,0.00,FEW
LAX,2026-02-28 22:53,78.00,50.00,9.00,250.00,29.88,0.00,FEW
LAX,2026-02-28 23:53,75.00,52.00,9.00,260.00,29.87,0.00,FEW
LAX,2026-03-01 00:53,70.00,56.00,8.00,250.00,29.88,0.00,FEW
LAX,2026-03-01 01:53,67.00,60.00,10.00,260.00,29.90,0.00,FEW
LAX,2026-03-01 02:53,66.00,56.00,6.00,260.00,29.90,0.00,FEW
LAX,2026-03-01 03:53,65.00,56.00,5.00,240.00,29.91,0.00,FEW
LAX,2026-03-01 04:53,64.00,57.00,3.00,210.00,29.92,0.00,CLR
LAX,2026-03-01 05:53,65.00,56.00,3.00,150.00,29.93,0.00,CLR
LAX,2026-03-01 06:53,64.00,56.00,3.00,110.00,29.93,0.00,CLR
LAX,2026-03-01 07:53,63.00,55.00,0.00,0.00,29.94,0.00,CLR
LAX,2026-03-01 08:53,61.00,55.00,4.00,100.00,29.94,0.00,CLR
LAX,2026-03-01 09:53,62.00,55.00,3.00,70.00,29.93,0.00,CLR
LAX,2026-03-01 10:53,62.00,55.00,4.00,50.00,29.93,0.00,FEW
LAX,2026-03-01 11:53,59.00,54.00,3.00,100.00,29.93,0.00,FEW
LAX,2026-03-01 12:53,59.00,54.00,3.00,70.00,29.94,0.00,FEW
LAX,2026-03-01 13:53,57.00,54.00,3.00,100.00,29.96,0.00,FEW
LAX,2026-03-01 14:53,59.00,53.00,4.00,100.00,29.97,0.00,FEW
LAX,2026-03-01 15:53,64.00,55.00,4.00,100.00,29.98,0.00,FEW
LAX,2026-03-01 16:53,69.00,55.00,3.00,null,29.99,0.00,FEW
LAX,2026-03-01 17:53,74.00,54.00,0.00,0.00,29.99,0.00,FEW
LAX,2026-03-01 18:53,77.00,51.00,0.00,0.00,29.99,0.00,FEW
LAX,2026-03-01 19:53,73.00,60.00,7.00,260.00,29.99,0.00,FEW
LAX,2026-03-01 20:53,71.00,59.00,9.00,260.00,29.97,0.00,FEW
