station,valid,tmpf,dwpf,sknt,drct,alti,p01i,vsby,skyc1
LGA,2026-01-30 18:51,19.00,-6.00,17.00,290.00,30.13,0.00,10.00,FEW
LGA,2026-01-30 19:51,19.00,-7.00,17.00,290.00,30.12,0.00,10.00,FEW
LGA,2026-01-30 20:51,19.00,-8.00,15.00,290.00,30.13,0.00,10.00,FEW
LGA,2026-01-30 21:51,19.00,-6.00,17.00,310.00,30.14,0.00,10.00,FEW
LGA,2026-01-30 22:51,18.00,-5.00,15.00,320.00,30.16,0.00,10.00,FEW
LGA,2026-01-30 23:51,17.00,-5.00,19.00,310.00,30.17,0.00,10.00,FEW
LGA,2026-02-01 00:51,22.00,1.00,8.00,10.00,30.05,0.00,10.00,FEW
LGA,2026-02-01 01:51,20.00,1.00,13.00,10.00,30.05,0.00,10.00,FEW
LGA,2026-02-01 02:51,18.00,-1.00,13.00,360.00,30.03,0.00,10.00,FEW
LGA,2026-02-01 03:51,17.00,-1.00,15.00,360.00,30.05,0.00,10.00,FEW
LGA,2026-02-01 04:51,16.00,0.00,18.00,350.00,30.01,0.00,10.00,FEW
LGA,2026-02-01 05:51,15.00,0.00,19.00,360.00,29.98,0.00,10.00,FEW
LGA,2026-02-01 06:51,14.00,-1.00,18.00,10.00,29.95,0.00,10.00,FEW
LGA,2026-02-01 07:51,13.00,-2.00,17.00,10.00,29.92,0.00,10.00,FEW
LGA,2026-02-01 08:51,12.00,-2.00,18.00,360.00,29.90,0.00,10.00,SCT
LGA,2026-02-01 09:51,12.00,-2.00,12.00,360.00,29.91,0.00,10.00,SCT
LGA,2026-02-01 10:51,12.00,-2.00,21.00,350.00,29.86,0.00,10.00,BKN
LGA,2026-02-01 11:51,12.00,-2.00,24.00,340.00,29.85,0.13,10.00,BKN
LGA,2026-02-01 12:51,11.00,-1.00,22.00,350.00,29.85,0.25,7.00,BKN
LGA,2026-02-01 13:51,12.00,-1.00,15.00,360.00,29.88,0.48,10.00,SCT
LGA,2026-02-01 14:51,13.00,-1.00,22.00,350.00,29.89,0.44,10.00,FEW
LGA,2026-02-01 15:51,14.00,-1.00,22.00,350.00,29.87,0.00,10.00,FEW
LGA,2026-02-01 16:51,17.00,-1.00,16.00,330.00,29.84,0.00,10.00,FEW
LGA,2026-02-01 17:51,19.00,-2.00,14.00,330.00,29.80,0.00,10.00,FEW
LGA,2026-02-01 18:51,21.00,-2.00,18.00,320.00,29.79,0.00,10.00,FEW
LGA,2026-02-01 19:51,23.00,-2.00,16.00,330.00,29.77,0.00,10.00,FEW
LGA,2026-02-01 20:51,25.00,0.00,16.00,320.00,29.77,0.00,10.00,FEW
LGA,2026-02-01 21:51,24.00,0.00,15.00,330.00,29.79,0.00,10.00,SCT
LGA,2026-02-01 22:51,23.00,2.00,18.00,310.00,29.81,0.00,10.00,FEW
LGA,2026-02-01 23:51,22.00,1.00,15.00,310.00,29.82,0.00,10.00,SCT
LGA,2026-02-02 00:51,20.00,0.00,17.00,330.00,29.83,0.00,10.00,FEW
LGA,2026-02-02 01:51,19.00,0.00,13.00,320.00,29.85,0.00,10.00,FEW
LGA,2026-02-02 02:51,19.00,1.00,13.00,320.00,29.87,0.00,10.00,FEW
LGA,2026-02-02 03:51,18.00,1.00,12.00,320.00,29.89,0.00,10.00,BKN
LGA,2026-02-02 04:51,17.00,1.00,13.00,330.00,29.91,0.00,10.00,FEW
LGA,2026-02-02 05:51,17.00,0.00,12.00,330.00,29.92,0.00,10.00,BKN
LGA,2026-02-02 06:51,16.00,-1.00,14.00,330.00,29.94,0.00,10.00,BKN
LGA,2026-02-02 07:51,16.00,-3.00,11.00,320.00,29.94,0.00,10.00,SCT
LGA,2026-02-02 08:51,17.00,-3.00,11.00,310.00,29.95,0.00,10.00,SCT
LGA,2026-02-02 09:51,18.00,-3.00,15.00,330.00,29.96,0.00,10.00,SCT
LGA,2026-02-02 10:51,18.00,-1.00,11.00,320.00,29.98,0.00,10.00,FEW
LGA,2026-02-02 11:51,18.00,0.00,9.00,310.00,29.99,0.00,10.00,FEW
LGA,2026-02-02 12:51,19.00,0.00,13.00,320.00,30.00,0.00,10.00,FEW
LGA,2026-02-02 13:51,22.00,1.00,14.00,310.00,30.01,0.00,10.00,FEW
LGA,2026-02-02 14:51,25.00,2.00,15.00,320.00,30.02,0.00,10.00,FEW
LGA,2026-02-02 15:51,27.00,3.00,13.00,320.00,30.01,0.00,10.00,FEW
LGA,2026-02-02 16:51,30.00,6.00,9.00,320.00,30.00,0.00,10.00,FEW
LGA,2026-02-02 17:51,32.00,6.00,13.00,310.00,29.99,0.00,10.00,FEW
LGA,2026-02-02 18:51,34.00,7.00,13.00,300.00,29.98,0.00,10.00,FEW
LGA,2026-02-02 19:51,35.00,7.00,14.00,310.00,30.00,0.00,10.00,FEW
LGA,2026-02-02 20:51,35.00,8.00,13.00,320.00,30.00,0.00,10.00,FEW
LGA,2026-02-02 21:51,34.00,7.00,14.00,320.00,30.01,0.00,10.00,FEW
LGA,2026-02-02 22:51,33.00,7.00,13.00,300.00,30.04,0.00,10.00,FEW
LGA,2026-02-02 23:51,31.00,7.00,14.00,300.00,30.06,0.00,10.00,CLR
LGA,2026-02-03 00:51,30.00,7.00,15.00,310.00,30.08,0.00,10.00,CLR
LGA,2026-02-03 01:51,29.00,8.00,10.00,320.00,30.10,0.00,10.00,CLR
LGA,2026-02-03 02:51,29.00,7.00,9.00,310.00,30.10,0.00,10.00,FEW
LGA,2026-02-03 03:51,28.00,8.00,11.00,320.00,30.10,0.00,10.00,FEW
LGA,2026-02-03 04:51,28.00,7.00,8.00,310.00,30.11,0.00,10.00,SCT
LGA,2026-02-03 05:51,27.00,6.00,7.00,340.00,30.11,0.00,10.00,SCT
LGA,2026-02-03 06:51,27.00,5.00,7.00,290.00,30.12,0.00,10.00,FEW
LGA,2026-02-03 07:51,27.00,5.00,6.00,300.00,30.12,0.00,10.00,FEW
LGA,2026-02-03 08:51,26.00,6.00,8.00,300.00,30.13,0.00,10.00,CLR
LGA,2026-02-03 09:51,26.00,6.00,8.00,300.00,30.13,0.00,10.00,CLR
LGA,2026-02-03 10:51,25.00,6.00,6.00,310.00,30.13,0.00,10.00,FEW
LGA,2026-02-03 11:51,24.00,6.00,8.00,310.00,30.15,0.00,10.00,FEW
LGA,2026-02-03 12:51,25.00,6.00,6.00,310.00,30.17,0.00,10.00,FEW
LGA,2026-02-03 13:51,27.00,6.00,6.00,320.00,30.18,0.00,10.00,BKN
LGA,2026-02-03 14:51,27.00,5.00,7.00,300.00,30.19,0.00,10.00,BKN
LGA,2026-02-03 15:51,28.00,6.00,7.00,300.00,30.20,0.00,10.00,OVC
LGA,2026-02-03 16:51,29.00,8.00,8.00,320.00,30.17,0.00,10.00,OVC
LGA,2026-02-03 17:51,31.00,9.00,7.00,300.00,30.15,0.00,10.00,BKN
LGA,2026-02-03 18:51,33.00,9.00,8.00,290.00,30.14,0.00,10.00,BKN
LGA,2026-02-03 19:51,33.00,11.00,8.00,320.00,30.13,0.00,10.00,BKN
LGA,2026-02-03 20:51,33.00,11.00,11.00,310.00,30.13,0.00,10.00,BKN
LGA,2026-02-03 21:51,33.00,10.00,10.00,320.00,30.14,0.00,10.00,SCT
LGA,2026-02-03 22:51,32.00,10.00,8.00,300.00,30.16,0.00,10.00,BKN
LGA,2026-02-03 23:51,33.00,9.00,9.00,250.00,30.17,0.00,10.00,BKN
LGA,2026-02-04 00:51,33.00,9.00,10.00,260.00,30.17,0.00,10.00,BKN
LGA,2026-02-04 01:51,32.00,9.00,11.00,260.00,30.17,0.00,10.00,BKN
LGA,2026-02-04 02:51,32.00,8.00,7.00,270.00,30.16,0.00,10.00,SCT
LGA,2026-02-04 03:51,31.00,8.00,7.00,250.00,30.16,0.00,10.00,FEW
LGA,2026-02-04 04:51,31.00,8.00,10.00,260.00,30.17,0.00,10.00,SCT
LGA,2026-02-04 05:51,31.00,10.00,8.00,310.00,30.16,0.00,10.00,BKN
LGA,2026-02-04 06:51,31.00,9.00,7.00,290.00,30.16,0.00,10.00,OVC
LGA,2026-02-04 07:51,31.00,8.00,6.00,250.00,30.16,0.00,10.00,OVC
LGA,2026-02-04 08:51,31.00,10.00,5.00,230.00,30.15,0.00,10.00,OVC
LGA,2026-02-04 09:51,31.00,11.00,6.00,260.00,30.16,0.00,10.00,OVC
LGA,2026-02-04 10:51,31.00,11.00,8.00,270.00,30.16,0.00,10.00,OVC
LGA,2026-02-04 11:51,31.00,11.00,11.00,260.00,30.17,0.00,10.00,BKN
LGA,2026-02-04 12:51,30.00,11.00,10.00,310.00,30.19,0.00,10.00,SCT
LGA,2026-02-04 13:51,30.00,14.00,11.00,310.00,30.21,0.00,10.00,FEW
LGA,2026-02-04 14:51,29.00,10.00,13.00,330.00,30.22,0.00,10.00,SCT
LGA,2026-02-04 15:51,29.00,5.00,11.00,330.00,30.23,0.00,10.00,FEW
LGA,2026-02-04 16:51,30.00,5.00,10.00,330.00,30.21,0.00,10.00,FEW
LGA,2026-02-04 17:51,31.00,4.00,9.00,320.00,30.20,0.00,10.00,FEW
LGA,2026-02-04 18:51,32.00,5.00,10.00,320.00,30.19,0.00,10.00,FEW
LGA,2026-02-04 19:51,33.00,5.00,10.00,310.00,30.17,0.00,10.00,FEW
LGA,2026-02-04 20:51,33.00,7.00,10.00,310.00,30.17,0.00,10.00,FEW
LGA,2026-02-04 21:51,32.00,6.00,5.00,350.00,30.17,0.00,10.00,SCT
LGA,2026-02-04 22:51,32.00,6.00,6.00,320.00,30.19,0.00,10.00,BKN
LGA,2026-02-04 23:51,32.00,6.00,8.00,310.00,30.20,0.00,10.00,BKN
LGA,2026-02-05 00:51,31.00,6.00,11.00,320.00,30.19,0.00,10.00,BKN
LGA,2026-02-05 01:51,30.00,6.00,11.00,330.00,30.19,0.00,10.00,BKN
LGA,2026-02-05 02:51,29.00,5.00,9.00,330.00,30.18,0.00,10.00,BKN
LGA,2026-02-05 03:51,28.00,6.00,7.00,330.00,30.18,0.00,10.00,BKN
LGA,2026-02-05 04:51,28.00,8.00,6.00,340.00,30.18,0.00,10.00,FEW
LGA,2026-02-05 05:51,27.00,8.00,8.00,330.00,30.16,0.00,10.00,FEW
LGA,2026-02-05 06:51,26.00,6.00,8.00,330.00,30.15,0.00,10.00,BKN
LGA,2026-02-05 07:51,25.00,7.00,7.00,340.00,30.12,0.00,10.00,BKN
LGA,2026-02-05 08:51,24.00,7.00,7.00,330.00,30.12,0.00,10.00,SCT
LGA,2026-02-05 09:51,23.00,7.00,6.00,350.00,30.12,0.00,10.00,FEW
LGA,2026-02-05 10:51,22.00,6.00,5.00,10.00,30.13,0.00,10.00,FEW
LGA,2026-02-05 11:51,22.00,7.00,9.00,340.00,30.12,0.00,10.00,FEW
LGA,2026-02-05 12:51,22.00,7.00,7.00,350.00,30.13,0.00,10.00,FEW
LGA,2026-02-05 13:51,23.00,8.00,6.00,360.00,30.12,0.00,10.00,FEW
LGA,2026-02-05 14:51,24.00,8.00,6.00,320.00,30.12,0.00,10.00,FEW
LGA,2026-02-05 15:51,26.00,8.00,3.00,M,30.11,0.00,10.00,FEW
LGA,2026-02-05 16:51,28.00,7.00,5.00,20.00,30.08,0.00,10.00,FEW
LGA,2026-02-05 17:51,30.00,7.00,5.00,10.00,30.04,0.00,10.00,FEW
LGA,2026-02-05 18:51,31.00,8.00,5.00,340.00,30.01,0.00,10.00,FEW
LGA,2026-02-05 19:51,32.00,6.00,6.00,350.00,29.98,0.00,10.00,FEW
LGA,2026-02-05 20:51,32.00,8.00,6.00,M,29.96,0.00,10.00,FEW
LGA,2026-02-05 21:51,32.00,8.00,5.00,320.00,29.96,0.00,10.00,FEW
LGA,2026-02-05 22:51,30.00,9.00,4.00,30.00,29.97,0.00,10.00,FEW
LGA,2026-02-05 23:51,29.00,9.00,6.00,20.00,29.97,0.00,10.00,FEW
LGA,2026-02-06 00:51,29.00,9.00,4.00,10.00,29.95,0.00,10.00,FEW
LGA,2026-02-06 01:51,28.00,10.00,4.00,40.00,29.94,0.00,10.00,FEW
LGA,2026-02-06 02:51,30.00,8.00,6.00,30.00,29.91,0.00,10.00,FEW
LGA,2026-02-06 03:51,28.00,8.00,4.00,30.00,29.89,0.00,10.00,FEW
LGA,2026-02-06 04:51,26.00,7.00,5.00,50.00,29.90,0.00,10.00,FEW
LGA,2026-02-06 05:51,26.00,7.00,4.00,10.00,29.89,0.00,10.00,FEW
LGA,2026-02-06 06:51,26.00,7.00,4.00,360.00,29.88,0.00,10.00,FEW
LGA,2026-02-06 07:51,25.00,6.00,6.00,10.00,29.86,0.00,10.00,FEW
LGA,2026-02-06 08:51,24.00,6.00,5.00,20.00,29.83,0.00,10.00,FEW
LGA,2026-02-06 09:51,24.00,6.00,5.00,30.00,29.82,0.00,10.00,SCT
LGA,2026-02-06 10:51,24.00,5.00,5.00,10.00,29.82,0.00,10.00,BKN
LGA,2026-02-06 11:51,24.00,5.00,6.00,30.00,29.80,0.00,10.00,BKN
LGA,2026-02-06 12:51,24.00,5.00,6.00,40.00,29.79,0.00,10.00,BKN
LGA,2026-02-06 13:51,25.00,6.00,6.00,30.00,29.77,0.00,10.00,BKN
LGA,2026-02-06 14:51,27.00,8.00,7.00,50.00,29.74,0.00,10.00,SCT
LGA,2026-02-06 15:51,27.00,9.00,5.00,30.00,29.73,0.00,10.00,BKN
LGA,2026-02-06 16:51,28.00,9.00,3.00,M,29.70,0.00,10.00,BKN
LGA,2026-02-06 17:51,31.00,9.00,0.00,0.00,29.67,0.00,10.00,FEW
LGA,2026-02-06 18:51,32.00,8.00,5.00,50.00,29.65,0.00,10.00,BKN
LGA,2026-02-06 19:51,33.00,10.00,5.00,M,29.64,0.00,10.00,FEW
LGA,2026-02-06 20:51,32.00,10.00,5.00,220.00,29.62,0.00,10.00,FEW
LGA,2026-02-06 21:51,31.00,11.00,7.00,160.00,29.61,0.00,10.00,FEW
LGA,2026-02-06 22:51,32.00,11.00,7.00,180.00,29.61,0.00,10.00,FEW
LGA,2026-02-06 23:51,31.00,11.00,7.00,180.00,29.61,0.00,10.00,FEW
LGA,2026-02-07 00:51,30.00,12.00,3.00,230.00,29.61,0.00,10.00,FEW
LGA,2026-02-07 01:51,29.00,14.00,8.00,240.00,29.61,T,9.00,OVC
LGA,2026-02-07 02:51,29.00,15.00,7.00,270.00,29.60,T,5.00,BKN
LGA,2026-02-07 03:51,28.00,15.00,7.00,260.00,29.59,T,6.00,SCT
LGA,2026-02-07 04:51,28.00,16.00,8.00,260.00,29.57,T,7.00,FEW
LGA,2026-02-07 05:51,27.00,17.00,10.00,260.00,29.56,T,3.00,BKN
LGA,2026-02-07 06:51,27.00,18.00,9.00,260.00,29.55,T,4.00,SCT
LGA,2026-02-07 07:51,27.00,18.00,8.00,260.00,29.53,T,6.00,FEW
LGA,2026-02-07 08:51,28.00,18.00,7.00,290.00,29.53,T,6.00,FEW
LGA,2026-02-07 09:51,28.00,18.00,16.00,290.00,29.53,T,3.00,FEW
LGA,2026-02-07 10:51,26.00,10.00,21.00,310.00,29.56,T,9.00,BKN
LGA,2026-02-07 11:51,21.00,3.00,24.00,300.00,29.60,T,10.00,OVC
LGA,2026-02-07 12:51,19.00,-1.00,24.00,300.00,29.65,0.00,10.00,BKN
LGA,2026-02-07 13:51,16.00,-3.00,24.00,310.00,29.68,0.00,10.00,BKN
LGA,2026-02-07 14:51,13.00,-3.00,23.00,310.00,29.71,0.00,10.00,BKN
LGA,2026-02-07 15:51,13.00,-5.00,25.00,320.00,29.72,0.00,10.00,BKN
LGA,2026-02-07 16:51,13.00,-5.00,20.00,330.00,29.72,0.00,10.00,SCT
LGA,2026-02-07 17:51,14.00,-6.00,23.00,330.00,29.74,0.00,10.00,FEW
LGA,2026-02-07 18:51,14.00,-6.00,28.00,330.00,29.73,0.00,10.00,FEW
LGA,2026-02-07 19:51,14.00,-7.00,27.00,320.00,29.77,0.00,10.00,FEW
LGA,2026-02-07 20:51,13.00,-7.00,24.00,310.00,29.80,0.00,10.00,FEW
LGA,2026-02-07 21:51,12.00,-9.00,25.00,330.00,29.85,0.00,10.00,FEW
LGA,2026-02-07 22:51,11.00,-9.00,30.00,320.00,29.91,0.00,10.00,FEW
LGA,2026-02-07 23:51,10.00,-10.00,23.00,310.00,29.96,0.00,10.00,FEW
LGA,2026-02-08 00:51,9.00,-10.00,22.00,320.00,29.99,0.00,10.00,FEW
LGA,2026-02-08 01:51,9.00,-10.00,19.00,330.00,30.01,0.00,10.00,FEW
LGA,2026-02-08 02:51,8.00,-11.00,20.00,320.00,30.03,0.00,10.00,FEW
LGA,2026-02-08 03:51,8.00,-10.00,23.00,330.00,30.04,0.00,10.00,FEW
LGA,2026-02-08 04:51,7.00,-11.00,15.00,330.00,30.06,0.00,10.00,FEW
LGA,2026-02-08 05:51,7.00,-10.00,19.00,320.00,30.08,0.00,10.00,FEW
LGA,2026-02-08 06:51,6.00,-11.00,21.00,320.00,30.09,0.00,10.00,FEW
LGA,2026-02-08 07:51,6.00,-10.00,20.00,320.00,30.10,0.00,10.00,FEW
LGA,2026-02-08 08:51,6.00,-11.00,21.00,330.00,30.12,0.00,10.00,FEW
LGA,2026-02-08 09:51,5.00,-12.00,20.00,320.00,30.12,0.00,10.00,FEW
LGA,2026-02-08 10:51,5.00,-11.00,15.00,320.00,30.14,0.00,10.00,FEW
LGA,2026-02-08 11:51,5.00,-12.00,15.00,320.00,30.16,0.00,10.00,FEW
LGA,2026-02-08 12:51,6.00,-12.00,15.00,310.00,30.17,0.00,10.00,FEW
LGA,2026-02-08 13:51,7.00,-12.00,19.00,320.00,30.18,0.00,10.00,FEW
LGA,2026-02-08 14:51,8.00,-11.00,19.00,310.00,30.18,0.00,10.00,FEW
LGA,2026-02-08 15:51,10.00,-10.00,12.00,320.00,30.17,0.00,10.00,FEW
LGA,2026-02-08 16:51,12.00,-10.00,15.00,320.00,30.16,0.00,10.00,FEW
LGA,2026-02-08 17:51,14.00,-9.00,19.00,300.00,30.15,0.00,10.00,FEW
LGA,2026-02-08 18:51,17.00,-7.00,21.00,320.00,30.13,0.00,10.00,FEW
LGA,2026-02-08 19:51,18.00,-6.00,16.00,310.00,30.14,0.00,10.00,FEW
LGA,2026-02-08 20:51,19.00,-6.00,18.00,320.00,30.15,0.00,10.00,CLR
LGA,2026-02-08 21:51,19.00,-5.00,18.00,320.00,30.16,0.00,10.00,FEW
LGA,2026-02-08 22:51,18.00,-4.00,21.00,320.00,30.18,0.00,10.00,CLR
LGA,2026-02-08 23:51,17.00,-5.00,18.00,300.00,30.20,0.00,10.00,CLR
LGA,2026-02-09 00:51,16.00,-5.00,19.00,310.00,30.20,0.00,10.00,CLR
LGA,2026-02-09 01:51,16.00,-5.00,15.00,320.00,30.21,0.00,10.00,CLR
LGA,2026-02-09 02:51,14.00,-6.00,13.00,320.00,30.23,0.00,10.00,CLR
LGA,2026-02-09 03:51,14.00,-6.00,17.00,320.00,30.25,0.00,10.00,CLR
LGA,2026-02-09 04:51,13.00,-5.00,19.00,320.00,30.25,0.00,10.00,CLR
LGA,2026-02-09 05:51,12.00,-6.00,12.00,320.00,30.25,0.00,10.00,CLR
LGA,2026-02-09 06:51,11.00,-6.00,12.00,330.00,30.26,0.00,10.00,CLR
LGA,2026-02-09 07:51,11.00,-5.00,14.00,320.00,30.26,0.00,10.00,CLR
LGA,2026-02-09 08:51,11.00,-5.00,13.00,330.00,30.26,0.00,10.00,CLR
LGA,2026-02-09 09:51,11.00,-5.00,13.00,330.00,30.26,0.00,10.00,CLR
LGA,2026-02-09 10:51,12.00,-5.00,11.00,320.00,30.27,0.00,10.00,CLR
LGA,2026-02-09 11:51,12.00,-5.00,11.00,320.00,30.29,0.00,10.00,FEW
LGA,2026-02-09 12:51,13.00,-5.00,10.00,340.00,30.30,0.00,10.00,FEW
LGA,2026-02-09 13:51,14.00,-5.00,11.00,330.00,30.30,0.00,10.00,CLR
LGA,2026-02-09 14:51,17.00,-4.00,10.00,320.00,30.30,0.00,10.00,FEW
LGA,2026-02-09 15:51,20.00,-3.00,7.00,330.00,30.29,0.00,10.00,FEW
LGA,2026-02-09 16:51,22.00,-1.00,9.00,320.00,30.27,0.00,10.00,FEW
LGA,2026-02-09 17:51,26.00,0.00,10.00,310.00,30.24,0.00,10.00,FEW
LGA,2026-02-09 18:51,29.00,0.00,9.00,300.00,30.22,0.00,10.00,FEW
LGA,2026-02-09 19:51,30.00,1.00,13.00,310.00,30.21,0.00,10.00,FEW
LGA,2026-02-09 20:51,31.00,2.00,12.00,320.00,30.20,0.00,10.00,FEW
LGA,2026-02-09 21:51,30.00,2.00,7.00,310.00,30.19,0.00,10.00,FEW
LGA,2026-02-09 22:51,30.00,3.00,6.00,300.00,30.18,0.00,10.00,FEW
LGA,2026-02-09 23:51,30.00,3.00,9.00,320.00,30.21,0.00,10.00,FEW
LGA,2026-02-10 00:51,30.00,3.00,10.00,320.00,30.20,0.00,10.00,FEW
LGA,2026-02-10 01:51,30.00,2.00,10.00,310.00,30.21,0.00,10.00,FEW
LGA,2026-02-10 02:51,29.00,3.00,7.00,300.00,30.20,0.00,10.00,FEW
LGA,2026-02-10 03:51,28.00,2.00,6.00,290.00,30.18,0.00,10.00,SCT
LGA,2026-02-10 04:51,28.00,3.00,8.00,320.00,30.18,0.00,10.00,FEW
LGA,2026-02-10 05:51,27.00,3.00,6.00,300.00,30.17,0.00,10.00,BKN
LGA,2026-02-10 06:51,27.00,4.00,7.00,310.00,30.17,0.00,10.00,BKN
LGA,2026-02-10 07:51,26.00,3.00,6.00,290.00,30.16,0.00,10.00,BKN
LGA,2026-02-10 08:51,26.00,4.00,7.00,310.00,30.16,0.00,10.00,FEW
LGA,2026-02-10 09:51,26.00,5.00,4.00,310.00,30.15,0.00,10.00,FEW
LGA,2026-02-10 10:51,26.00,4.00,5.00,320.00,30.16,0.00,10.00,BKN
LGA,2026-02-10 11:51,26.00,4.00,6.00,320.00,30.17,0.00,10.00,BKN
LGA,2026-02-10 12:51,27.00,3.00,0.00,0.00,30.16,0.00,10.00,BKN
LGA,2026-02-10 13:51,27.00,8.00,5.00,70.00,30.17,0.00,10.00,SCT
LGA,2026-02-10 14:51,28.00,6.00,3.00,60.00,30.16,0.00,10.00,BKN
LGA,2026-02-10 15:51,29.00,4.00,5.00,50.00,30.14,0.00,10.00,SCT
LGA,2026-02-10 16:51,31.00,6.00,5.00,50.00,30.11,0.00,10.00,BKN
LGA,2026-02-10 17:51,32.00,10.00,6.00,180.00,30.06,0.00,10.00,SCT
LGA,2026-02-10 18:51,32.00,11.00,7.00,170.00,30.03,0.00,10.00,SCT
LGA,2026-02-10 19:51,34.00,14.00,10.00,160.00,30.01,0.00,10.00,BKN
LGA,2026-02-10 20:51,33.00,16.00,8.00,140.00,29.98,0.00,10.00,BKN
LGA,2026-02-10 21:51,33.00,17.00,8.00,170.00,29.96,0.00,10.00,FEW
LGA,2026-02-10 22:51,33.00,20.00,10.00,170.00,29.92,0.00,10.00,FEW
LGA,2026-02-10 23:51,34.00,23.00,7.00,180.00,29.89,0.00,10.00,FEW
LGA,2026-02-11 00:51,35.00,27.00,6.00,170.00,29.84,0.00,10.00,FEW
LGA,2026-02-11 01:51,36.00,29.00,4.00,M,29.82,0.00,10.00,FEW
LGA,2026-02-11 02:51,36.00,28.00,3.00,200.00,29.83,0.00,10.00,FEW
LGA,2026-02-11 03:51,34.00,29.00,6.00,60.00,29.78,0.00,10.00,OVC
LGA,2026-02-11 04:51,32.00,26.00,7.00,40.00,29.74,0.00,10.00,BKN
LGA,2026-02-11 05:51,32.00,27.00,3.00,50.00,29.71,0.01,10.00,BKN
LGA,2026-02-11 06:51,32.00,28.00,5.00,360.00,29.69,0.02,7.00,OVC
LGA,2026-02-11 07:51,34.00,25.00,5.00,310.00,29.68,0.00,10.00,OVC
LGA,2026-02-11 08:51,34.00,25.00,7.00,310.00,29.69,0.00,10.00,FEW
LGA,2026-02-11 09:51,33.00,25.00,6.00,320.00,29.71,0.00,10.00,FEW
LGA,2026-02-11 10:51,36.00,24.00,5.00,270.00,29.72,0.00,10.00,SCT
LGA,2026-02-11 11:51,37.00,24.00,7.00,290.00,29.73,0.00,10.00,FEW
LGA,2026-02-11 12:51,38.00,24.00,9.00,280.00,29.74,0.00,10.00,FEW
LGA,2026-02-11 13:51,40.00,25.00,6.00,280.00,29.75,0.00,10.00,BKN
LGA,2026-02-11 14:51,41.00,25.00,10.00,280.00,29.74,0.00,10.00,BKN
LGA,2026-02-11 15:51,40.00,25.00,12.00,300.00,29.75,0.00,10.00,BKN
LGA,2026-02-11 16:51,41.00,24.00,15.00,300.00,29.74,0.00,10.00,BKN
LGA,2026-02-11 17:51,40.00,25.00,11.00,270.00,29.73,0.00,10.00,BKN
LGA,2026-02-11 18:51,39.00,25.00,14.00,310.00,29.73,0.00,10.00,BKN
LGA,2026-02-11 19:51,40.00,21.00,18.00,290.00,29.73,0.00,10.00,FEW
LGA,2026-02-11 20:51,39.00,20.00,16.00,310.00,29.74,0.00,10.00,FEW
LGA,2026-02-11 21:51,39.00,19.00,17.00,300.00,29.77,0.00,10.00,FEW
LGA,2026-02-11 22:51,38.00,18.00,19.00,290.00,29.79,0.00,10.00,FEW
LGA,2026-02-11 23:51,37.00,19.00,16.00,300.00,29.81,0.00,10.00,FEW
LGA,2026-02-12 00:51,37.00,18.00,18.00,290.00,29.83,0.00,10.00,FEW
LGA,2026-02-12 01:51,37.00,17.00,15.00,280.00,29.83,0.00,10.00,BKN
LGA,2026-02-12 02:51,36.00,18.00,20.00,300.00,29.83,0.00,10.00,BKN
LGA,2026-02-12 03:51,35.00,19.00,14.00,300.00,29.84,0.00,10.00,OVC
LGA,2026-02-12 04:51,35.00,19.00,17.00,310.00,29.85,0.00,10.00,OVC
LGA,2026-02-12 05:51,35.00,18.00,14.00,300.00,29.84,0.00,10.00,SCT
LGA,2026-02-12 06:51,34.00,18.00,14.00,300.00,29.85,0.00,10.00,FEW
LGA,2026-02-12 07:51,34.00,17.00,18.00,300.00,29.87,0.00,10.00,OVC
LGA,2026-02-12 08:51,33.00,16.00,21.00,320.00,29.88,0.00,10.00,BKN
LGA,2026-02-12 09:51,32.00,16.00,20.00,310.00,29.90,0.00,10.00,SCT
LGA,2026-02-12 10:51,32.00,16.00,16.00,310.00,29.92,0.00,10.00,SCT
LGA,2026-02-12 11:51,31.00,16.00,18.00,300.00,29.93,0.00,10.00,SCT
LGA,2026-02-12 12:51,31.00,16.00,14.00,310.00,29.96,0.00,10.00,SCT
LGA,2026-02-12 13:51,32.00,15.00,20.00,310.00,29.97,0.00,10.00,SCT
LGA,2026-02-12 14:51,32.00,16.00,13.00,330.00,29.97,0.00,10.00,SCT
LGA,2026-02-12 15:51,33.00,15.00,13.00,330.00,29.98,0.00,10.00,BKN
LGA,2026-02-12 16:51,34.00,15.00,14.00,310.00,29.97,0.00,10.00,BKN
LGA,2026-02-12 17:51,35.00,16.00,16.00,310.00,29.96,0.00,10.00,BKN
LGA,2026-02-12 18:51,35.00,15.00,15.00,320.00,29.95,0.00,10.00,BKN
LGA,2026-02-12 19:51,36.00,15.00,16.00,320.00,29.96,0.00,10.00,SCT
LGA,2026-02-12 20:51,35.00,15.00,20.00,310.00,29.97,0.00,10.00,FEW
LGA,2026-02-12 21:51,34.00,15.00,16.00,310.00,29.98,0.00,10.00,SCT
LGA,2026-02-12 22:51,33.00,16.00,12.00,320.00,30.00,0.00,10.00,SCT
LGA,2026-02-12 23:51,33.00,16.00,12.00,330.00,30.02,0.00,10.00,FEW
LGA,2026-02-13 00:51,32.00,16.00,15.00,320.00,30.04,0.00,10.00,FEW
LGA,2026-02-13 01:51,31.00,13.00,12.00,330.00,30.06,0.00,10.00,FEW
